iter	Logloss
117	0.4900871384
118	0.4898127079
119	0.489575795
120	0.4893192864
121	0.4890971914
122	0.4888156727
123	0.4885860523
124	0.4883154223
125	0.4880089335
126	0.4877301552
127	0.4874880653
128	0.4872283934
129	0.4869744429
130	0.4866702229
131	0.4864329121
132	0.486223644
133	0.4859940184
134	0.4857525715
135	0.4855154073
136	0.4851863446
137	0.484972385
138	0.4847665006
139	0.484573977
140	0.4842752659
141	0.4840165324
142	0.4837704253
143	0.4834752238
144	0.4832022377
145	0.4829461858
146	0.4826148614
147	0.4824397456
148	0.4822453131
149	0.4820764576
150	0.4818322302
151	0.4815378785
152	0.4813415135
153	0.4810897392
154	0.4808800185
155	0.4806202854
156	0.4803359234
157	0.4801677608
158	0.4798289004
159	0.4795253499
160	0.4792972684
161	0.4790884194
162	0.4787042042
163	0.4784080497
164	0.4780891933
165	0.4778885178
166	0.4776604148
167	0.4774118591
168	0.4772053129
169	0.477001197
170	0.476677324
171	0.4763422792
172	0.4761435813
173	0.475966185
174	0.4757762829
175	0.4755046908
176	0.4752200348
177	0.4749261272
178	0.4746661515
179	0.4744320195
180	0.4741519987
181	0.4739508251
182	0.4735635915
183	0.4732890387
184	0.4729898133
185	0.4727416009
186	0.4725363444
187	0.472266045
188	0.4720072704
189	0.4716730534
190	0.4713588047
191	0.4711312027
192	0.4708953852
193	0.4706257078
194	0.4703890533
195	0.4701333654
196	0.4698483232
197	0.4695889217
198	0.4692567758
199	0.468926732
200	0.468779692
201	0.4684815743
202	0.4682903464
203	0.4680547405
204	0.4677412077
205	0.467418299
206	0.4671386871
207	0.4668781093
208	0.4666724423
209	0.4664838938
210	0.4661468318
211	0.4659627227
212	0.4656305121
213	0.4653522649
214	0.4651082388
215	0.4648517179
216	0.4645339577
217	0.4643106342
218	0.4640689331
219	0.4638578458
220	0.4636724609
221	0.4634075603
222	0.4631577228
223	0.4629435668
224	0.4626957738
225	0.4624923225
226	0.4622423452
227	0.4618962452
228	0.4616570267
229	0.4614598989
230	0.4611988721
231	0.4610033558
232	0.4607842329
233	0.4605306995
234	0.4602242336
235	0.4600393896
236	0.4598110145
237	0.459516193
238	0.4593135274
239	0.4591401353
240	0.4589139738
241	0.4586458729
242	0.458454045
243	0.4582675926
244	0.4579794603
245	0.4578197046
246	0.4576847462
247	0.457484426
248	0.4573521892
249	0.4571770603
250	0.4569527414
251	0.4567312689
252	0.4564296561
253	0.4561661344
254	0.4559657977
255	0.4557701819
256	0.455576882
257	0.4553572693
258	0.4551508783
259	0.4549299103
260	0.4547839236
261	0.4545857901
262	0.4543615393
263	0.4542138794
264	0.4540589397
265	0.4537931271
266	0.4535980463
267	0.4534192665
268	0.4532140872
269	0.4530145229
270	0.4527947349
271	0.4525689582
272	0.4523975862
273	0.4522867975
274	0.4520709672
275	0.451855623
276	0.4515434687
277	0.451351542
278	0.4511121287
279	0.4509340733
280	0.4507105752
281	0.4505252376
282	0.4502993927
283	0.4501558539
284	0.450029607
285	0.4498118585
286	0.4495545885
287	0.4493622854
288	0.4491621177
289	0.448951872
290	0.4487152856
291	0.4484830238
292	0.4482590448
293	0.448097717
294	0.4478964794
295	0.4476863827
296	0.4474549406
297	0.4472420246
298	0.4470477904
299	0.4468122209
300	0.4466037786
301	0.4464230812
302	0.4462020266
303	0.4459478305
304	0.4457063134
305	0.4455280055
306	0.4453043913
307	0.4450977326
308	0.444885319
309	0.4446846706
310	0.4444374621
311	0.4442740358
312	0.4439490424
313	0.4437563436
314	0.4434911872
315	0.4433231985
316	0.4432040781
317	0.4430263821
318	0.4429179424
319	0.4427558811
320	0.4425382215
321	0.442321469
322	0.4421368571
323	0.4419744951
324	0.441816326
325	0.4415869014
326	0.441415038
327	0.441209044
328	0.4409765466
329	0.4407705377
330	0.4405837254
331	0.4403579472
332	0.4401837802
333	0.4399482033
334	0.4397842929
335	0.4395839037
336	0.4394194303
337	0.4392209312
338	0.4390573911
339	0.4388890887
340	0.4386612143
341	0.4384802895
342	0.4382833273
343	0.4380922378
344	0.4379370251
345	0.4377585649
346	0.437560175
347	0.4373405218
348	0.4370856115
349	0.4368187447
350	0.4366704107
351	0.43645708
352	0.4363134305
353	0.4361252071
354	0.435960508
355	0.4357451593
356	0.4355823497
357	0.4353663264
358	0.4351358081
359	0.4349466857
360	0.4347912247
361	0.4346490661
362	0.4344707284
363	0.4343209226
364	0.4341603707
365	0.4339832797
366	0.4338212843
367	0.4335776594
368	0.4334426481
369	0.4332847825
370	0.4330648456
371	0.432883647
372	0.4326483862
373	0.4324213441
374	0.4322615238
375	0.4321211062
376	0.4319368535
377	0.4317857794
378	0.4316096707
379	0.4314154636
380	0.4312849774
381	0.4311740518
382	0.4310102191
383	0.4308785628
384	0.4306411264
385	0.4304364875
386	0.4302305895
387	0.430088941
388	0.4299079703
389	0.4297353104
390	0.429582568
391	0.4294113931
392	0.4292689021
393	0.4290234579
394	0.4288764772
395	0.4287288693
396	0.4285437254
397	0.4284164695
398	0.4282253353
399	0.4280697383
400	0.4278423995
401	0.4275786579
402	0.4274099634
403	0.4272241848
404	0.4270730043
405	0.426925606
406	0.4267620005
407	0.4266201202
408	0.4264156015
409	0.4262670179
410	0.4260405243
411	0.4258737897
412	0.425733942
413	0.4256535405
414	0.4254505083
415	0.4252755684
416	0.4250801853
417	0.4249004759
418	0.4246660116
419	0.4245129579
420	0.4242585035
421	0.4240921544
422	0.4239097683
423	0.423743123
424	0.4235856749
425	0.423399372
426	0.4231946438
427	0.4230787792
428	0.422899656
429	0.4226863975
430	0.4225573871
431	0.4223815245
432	0.4222102306
433	0.4220148414
434	0.4219111626
435	0.4216976511
436	0.4215780952
437	0.4213319661
438	0.4211778158
439	0.4210167663
440	0.4209041017
441	0.4206509492
442	0.4204222739
443	0.4201668647
444	0.4200055933
445	0.419805789
446	0.4196340233
447	0.4194574336
448	0.4193417753
449	0.4191842832
450	0.4189974697
451	0.4188028885
452	0.4185315409
453	0.4184016036
454	0.4182704541
455	0.4180560472
456	0.4178616153
457	0.4176988982
458	0.4175323981
459	0.4173477333
460	0.4172192405
461	0.4170519613
462	0.4168651554
463	0.4166790702
464	0.4165216945
465	0.4163617929
466	0.4161628691
467	0.4159265906
468	0.4157602807
469	0.4156311741
470	0.4154613036
471	0.4153048696
472	0.4151161823
473	0.4148842089
474	0.4147452599
475	0.4145644238
476	0.4144289943
477	0.4142850072
478	0.414156985
479	0.4140231413
480	0.4138319125
481	0.4136477343
482	0.4134771668
483	0.4133265187
484	0.4131911838
485	0.4130506438
486	0.4129415192
487	0.4128205319
488	0.4126508406
489	0.4125176175
490	0.4124398849
491	0.4123371774
492	0.4121560116
493	0.4120019749
494	0.4118930854
495	0.411707486
496	0.4115894841
497	0.4113874408
498	0.4112479832
499	0.4110878406
500	0.4109121001
501	0.4107694706
502	0.4105715909
503	0.4104397881
504	0.4103268189
505	0.4101525135
506	0.4099948551
507	0.4098518307
508	0.4096904916
509	0.4094727705
510	0.4093273544
511	0.4091717338
512	0.4090069159
513	0.4088544637
514	0.408733141
515	0.4085056427
516	0.4083992521
517	0.4082459192
518	0.4080633062
519	0.4079037395
520	0.4077376697
521	0.4076204209
522	0.4074308433
523	0.4071655008
524	0.4070011576
525	0.4068242684
526	0.4066801411
527	0.4065497737
528	0.4063882237
529	0.406189847
530	0.4060365862
531	0.4058593021
532	0.4056638756
533	0.4055103201
534	0.4053651728
535	0.4052406129
536	0.4050817602
537	0.404864901
538	0.4046736813
539	0.4045704255
540	0.4044129942
541	0.404303903
542	0.4041344198
543	0.4039438568
544	0.4038046021
545	0.4036542956
546	0.4035059837
547	0.4033065699
548	0.4031346211
549	0.4029811444
550	0.4027921298
551	0.4026030169
552	0.402466723
553	0.4022962019
554	0.4021196688
555	0.4020133128
556	0.4018669039
557	0.4017126221
558	0.4015603906
559	0.4014854378
560	0.4013045095
561	0.401166357
562	0.4010880174
563	0.4009644751
564	0.4007980881
565	0.4006601178
566	0.4004919242
567	0.4002937935
568	0.4001436778
569	0.3999994689
570	0.3998863191
571	0.3997016976
572	0.3996000169
573	0.3994601834
574	0.3993199021
575	0.3991866547
576	0.399067132
577	0.3989290076
578	0.3988065789
579	0.3987441117
580	0.3986306823
581	0.3984716448
582	0.3982645415
583	0.3980951619
584	0.397908556
585	0.3977362911
586	0.3975594709
587	0.3974461141
588	0.3973141458
589	0.3971296954
590	0.3970293427
591	0.3968696832
592	0.3967547949
593	0.3966212428
594	0.3964606721
595	0.3963523608
596	0.3961765838
597	0.3959930106
598	0.3958809809
599	0.3957307937
600	0.3955633901
601	0.3954257208
602	0.3953428948
603	0.395198586
604	0.395045552
605	0.3948088269
606	0.3946764362
607	0.3945292227
608	0.3943453464
609	0.3941065572
610	0.3940275045
611	0.3939012494
612	0.393773554
613	0.3935865626
614	0.393418119
615	0.3932651603
616	0.393132998
617	0.3930378886
618	0.392891143
619	0.3927247114
620	0.3926447929
621	0.3925423004
622	0.3923698912
623	0.392210912
624	0.3920494374
625	0.3918944112
626	0.3917808218
627	0.3916824931
628	0.3915741518
629	0.3914947703
630	0.391376143
631	0.3911891068
632	0.3910290512
633	0.3908877808
634	0.3908101908
635	0.3907123211
636	0.3905610755
637	0.3903689856
638	0.3902246105
639	0.3900472876
640	0.3899432948
641	0.3898693497
642	0.3897198091
643	0.3895837698
644	0.3894271576
645	0.3893101542
646	0.3891617597
647	0.3890640463
648	0.3889111701
649	0.3887713276
650	0.3886259418
651	0.3884854416
652	0.3883884898
653	0.3882542307
654	0.3881053269
655	0.3879713773
656	0.3878646779
657	0.3877704745
658	0.3876304105
659	0.3875449132
660	0.3873737431
661	0.3872477017
662	0.3870768643
663	0.3869678623
664	0.3868739494
665	0.3867671525
666	0.386662498
667	0.3865242849
668	0.3863835514
669	0.3862868634
670	0.3861516278
671	0.3859570452
672	0.385784049
673	0.385631149
674	0.3854773749
675	0.3853567974
676	0.3852008165
677	0.3850546441
678	0.3848658368
679	0.3847471612
680	0.3846146863
681	0.3844794292
682	0.3843253006
683	0.3842369526
684	0.3841146157
685	0.3839570842
686	0.3838347098
687	0.3837365932
688	0.3836076369
689	0.3835129462
690	0.3833388089
691	0.3832031353
692	0.3830531246
693	0.382887723
694	0.3827088412
695	0.3825397699
696	0.3824207566
697	0.3822719112
698	0.3821150232
699	0.3820042013
700	0.3818894491
701	0.3817417194
702	0.3816293181
703	0.3815233269
704	0.381410992
705	0.381305933
706	0.3811175613
707	0.3809752365
708	0.3808038439
709	0.3806774655
710	0.3805002789
711	0.3803942975
712	0.3802855409
713	0.3802072734
714	0.3800728258
715	0.3799241421
716	0.379786348
717	0.3796573114
718	0.3795260911
719	0.3794376226
720	0.3792985712
721	0.379151783
722	0.3790439849
723	0.3788561096
724	0.3787268957
725	0.3785874942
726	0.3785012937
727	0.3783933071
728	0.3783279047
729	0.3781056525
730	0.3779618132
731	0.3778062141
732	0.3776579546
733	0.3775314998
734	0.37743313
735	0.377298292
736	0.3771965641
737	0.3770167188
738	0.3768657372
739	0.3767526477
740	0.376619811
741	0.3765484656
742	0.3764435172
743	0.3762937508
744	0.3761732393
745	0.3760194769
746	0.3758787183
747	0.3757704669
748	0.3755589018
749	0.3754156335
750	0.3753040831
751	0.3751681599
752	0.3750363949
753	0.3749035326
754	0.3747846205
755	0.3747239656
756	0.3745820338
757	0.3744454575
758	0.3743380271
759	0.3741884345
760	0.3740623236
761	0.3739432266
762	0.3738139241
763	0.373711698
764	0.3735778469
765	0.3734649754
766	0.37329382
767	0.3731586607
768	0.3730234479
769	0.3728416828
770	0.372727721
771	0.3726255747
772	0.372543005
773	0.3724475876
774	0.3723357747
775	0.3722787574
776	0.3721386839
777	0.3719903909
778	0.3718121541
779	0.3716226277
780	0.371520334
781	0.3713935827
782	0.3712675346
783	0.3711173769
784	0.3709518205
785	0.3708397994
786	0.370743816
787	0.370651429
788	0.3705364008
789	0.3703966717
790	0.3703034632
791	0.3701933546
792	0.3700628341
793	0.3699245401
794	0.3697857937
795	0.3696958007
796	0.3695651988
797	0.3694260978
798	0.3693311699
799	0.3692464998
800	0.369122957
801	0.3690300222
802	0.3689077091
803	0.3687443048
804	0.3686362962
805	0.3685124422
806	0.3683842844
807	0.3682843752
808	0.3681327577
809	0.368002044
810	0.367887291
811	0.3677441193
812	0.3676656764
813	0.3675596428
814	0.3674379022
815	0.3672688987
816	0.3671541264
817	0.3670394162
818	0.3669293835
819	0.3668163753
820	0.3666878328
821	0.3665584582
822	0.3664587163
823	0.3663720929
824	0.3662316884
825	0.3660603365
826	0.3659643406
827	0.3658527039
828	0.3657472648
829	0.365661825
830	0.3655498118
831	0.3654592995
832	0.3653416345
833	0.365211078
834	0.3651269404
835	0.3649802169
836	0.3648421491
837	0.3646985075
838	0.3645809429
839	0.3644842949
840	0.364385971
841	0.3642632937
842	0.3641622014
843	0.3640516545
844	0.3639393105
845	0.3638142594
846	0.3636787752
847	0.3635148423
848	0.3634111671
849	0.3632721323
850	0.3631569792
851	0.3630394396
852	0.3629470681
853	0.362810486
854	0.3627076215
855	0.3625790682
856	0.3624575927
857	0.3623345559
858	0.3622539218
859	0.3621141016
860	0.3619886192
861	0.3618399643
862	0.3616853681
863	0.3615715813
864	0.3614480526
865	0.3613880508
866	0.3612664454
867	0.3611387861
868	0.3610308277
869	0.3609174812
870	0.360778472
871	0.360663509
872	0.36062186
873	0.3605628809
874	0.3604371614
875	0.360317729
876	0.3602245322
877	0.3601248877
878	0.3600156999
879	0.359909243
880	0.3598600871
881	0.359747704
882	0.3596107325
883	0.359506588
884	0.3594323448
885	0.3593032342
886	0.359151309
887	0.3590393761
888	0.3589701974
889	0.3588640168
890	0.3587473914
891	0.3586259147
892	0.3585461657
893	0.3584207204
894	0.3582437903
895	0.3581623627
896	0.3580375137
897	0.3578791457
898	0.357749168
899	0.357603277
900	0.3574927169
901	0.3574026836
902	0.357339027
903	0.3571963204
904	0.3570787386
905	0.3569206219
906	0.3568104995
907	0.3566850814
908	0.3565648318
909	0.3564497504
910	0.3563817379
911	0.3562488748
912	0.3560955207
913	0.3559806365
914	0.3558918335
915	0.3557857408
916	0.3556718123
917	0.3555889977
918	0.3554750327
919	0.3553927882
920	0.3553308292
921	0.3552099638
922	0.3551234921
923	0.3550188754
924	0.3548499938
925	0.3547675397
926	0.3547109463
927	0.3545997515
928	0.3545486346
929	0.3544261495
930	0.3543156729
931	0.3541714655
932	0.3540919474
933	0.3540167138
934	0.3539301713
935	0.353836125
936	0.3537407856
937	0.353594032
938	0.3534612981
939	0.353389761
940	0.3533014046
941	0.3532248515
942	0.3530911935
943	0.3530059131
944	0.3529402061
945	0.3528387223
946	0.3527179556
947	0.3526360125
948	0.3524854274
949	0.3524217385
950	0.3523304981
951	0.3521770022
952	0.3520818586
953	0.3519476394
954	0.3518672804
955	0.3517943838
956	0.3517121233
957	0.3515768653
958	0.3514634225
959	0.3513245064
960	0.3511590103
961	0.3510592988
962	0.3509349079
963	0.350835704
964	0.3507382977
965	0.35057073
966	0.3504835414
967	0.3503951289
968	0.3502948647
969	0.3501813184
970	0.3500495609
971	0.3499337513
972	0.3498173481
973	0.3496780286
974	0.3495458504
975	0.3494396306
976	0.3492686462
977	0.3491914555
978	0.3491309839
979	0.3490371516
980	0.3489609526
981	0.3488688063
982	0.3487548852
983	0.3487106241
984	0.3486339503
985	0.3485596889
986	0.3483992769
987	0.348313549
988	0.3482079605
989	0.348094559
990	0.3479774521
991	0.3478462729
992	0.3477465822
993	0.3476703762
994	0.3475105302
995	0.3473762574
996	0.3472534536
997	0.3471494891
998	0.3470410792
999	0.3469341116
